,0
90,"This film came out of nowhere. I hadn't heard anything about it, but I took a chance on it and I loved it! Love and Monsters was a really fun entertaining film. I really enjoyed the combination of romantic comedy and sci-fi/horror. It was well written, the acting was on point, and the film direction was very good. I really enjoyed the world-building in this film. The atmosphere and monsters were done very well. The post-apocalyptic world in this film is much different than in others where it's dark and murky. This film was bright and colorful and really showed that after 95% of humanity was gone, the environment took over un-restricted. Planes buried in mountains covered in vines, buildings overgrown with plants and trees, etc....It just looked really really good. Also....bonus points for having the cutest dog I have ever seen in my entire life! I think everyone who watches this is going to fall in love with that adorable brown puppy...and how could they not??? Great movie! Very well executed and definitely leaves you wanting more. I hope this is the start of something new!"
91,2020 needed more entertaining movies like this. Highly recommended for an upbeat and fun movie night. A true adventure.
92,"This movie is worth to have part two. If Zombieland have the sequel, this movie is worth to have it too. And i like Minnow at this movie. I hope the sequel much more better.
My score : 7.5"
93,"I think these a new a idea in a moive
And lot on unexpected things happened
So I better sure I recommend this movie to watch with friends"
94,"Love this one it's Maze Runner meets Monster Hunter plus young love , good CGI nice story no slow parts at all!!"
95,"If you like Zombieland, this movie should be right up your alley. Joel, the main character, is a very likeable guy and he has a great dog. And then throw in Michael Rooker and Minnow....you got the makings of a good movie. It was much much better than I was thinking when I went into it. It was very entertaining. The FX on the monsters were really well done. The plot and story are great. Now this is the kind of movie that I would love to see them make a sequel. And once you watch you'll know why."
96,"Wait for it to be $10 or less if you must...it will wait for you and still deliver its full measure of movie magic; but if you can safely swing the $20 purchase price currently being asked, I'd say pony up, because the makers of such a special presentation certainly have earned the right to earn their money back on this one, and in these weird days a risk deserves a reward, yes? This is a fun movie that will withstand many watchings, and will be a treasured part of your collection for many years to come...consider it an investment in joy that will pay dividends for as long as you remain able to find the Play button.
Remember: the secret is in the eyes! (That will be explained once you've seen the movie...otherwise it probably just sounds weird!)
MFF/Honolulu 11-24-20"
97,"I enjoyed every minute watching this movie,very
Impressive acting whole love & monsters crew really did a great work. Thank you"
98,"Love and Monsters is an incredible action adventure that's funny, emotional, heartwarming and surprisingly tense. Dylan O'Brien gives an incredible and extremely charming lead performance and Jessica Henwick, Michael Rooker and Ariana Greenblatt are all great. Michael Matthews' direction is excellent, it's extremely well filmed and well paced. The CG is really impressive. The music by Marco Beltrami and Marcus Trumpp is fantastic and the soundtrack is really good. However, it's brought down slightly by a couple of predictable twists in the third act."
99,"Great characters, flawless story, beautiful cinematography. An amazing journey..."
100,"This was so so fun, entertaining, funny and most importantly clean! No nasty stuff just plain good'ol monsters a lil emotion & love mixed in, it was brilliant! Would love the 2nd version."
101,Really enjoyed this movie. Very good special effects and quite a few good actors. Dylan O'Brien & Jessica Henwick especially make very good leads. Lots of it played out differently than I thought it would. Would definitely like a sequel to this at some point.
102,"I strongly recommend this movie, very entertaining, it's been a while since i have seen a good entertaining movie such as this one, funny, mysterious and really well done, acting was perfect and the CGI really well done, more movies like this one please!"
103,"Director/production - 7; Story - 7; Cinematography - 7; Acting - 8; Makeup/FX - 7; Sound - 8; Music - 7; Personal motivation - 9; My average - 7,5One of the biggest secrets of 2020 that came out!!! A simple lovely story with some pretty good acting with unexpected hearty characters."
104,"This movie was just what I and presumably everyone needed since we are all bunkered up through this quarantine. The movie is basically about a boy who himself is in a bunker due to external threats and rises up face them and go on entertaining adventure. But somehow the studio didn't seem to know how to release this one which is really sad because it's a good family movie everyone could enjoy right now. I was just lucky enough to stumble on a way to watch it, it's just too bad almost nobody will even hear about this one."
105,"Very fun to watch, good acting, good story, I enjoyed every moment!"
106,"I just saw this movie with my dad and 2 kids (13 and 9). It was a cute, funny, sometimes thrilling adventure. My dad normally falls asleep during our movie watch but he was glued to the screen. The kids loved it. We all said this was hands on the best movie we've seen all year and we've seen a lot. The kids are still talking about it almost an hour later."
107,A lighthearted and semi-fresh take on the post apocalyptic genre. Dylan O'Brien can effortlessly play the bumbling fool with the quirky one-liners. This is a great watch for anyone that is just looking for some laughs and a story with a little heart. Graphic's were surprisingly good and the movie has a great pace.
108,"Love the monsters, good acting definitely worth a watch!!"
109,"People who loved this movie either( i liked it)
A) didn't watch teen wolf
B) watched teen wolf and loved seeing ""Stiles"" again 😂"
110,"I really enjoyed this movie, I hadn't heard anything about it, it's honestly a pleasant surprise. Main character is well cast, great supporting characters, brilliant special effects, entertaining, a kind of road trip feel too it.Highly recommend tucking in an watching this and I hope they make a sequel."
111,"Not going to blow anyone's mind that's seen a movie before, but it's a really solidly made movie. Well paced, well acted, and basically all of it lands.It's long enough to feel worth it, but not stretching its material. Does a good job of implying a world outside the borders of the frame, without feeling like characters are reading a wikipedia entry.Overall, worth the price of admission, and the kind of thing I hope hollywood starts doing again."
112,"I thoroughly enjoyed this movie. Been a fan of O'Brian since Teen Wolf and of Henwick since she outperformed everyone in Iron Fist.
The acting was solid, the cgi very good and the story line flowed nicely.
I look forward to a sequel."
113,"I was extremely, and pleasantly, surprised by how much fun this movie was.The story was unpredictable without being stupid or talking down to you, the characters made genuinely good decisions and were not brain-dead monster fodder.In fact, one of my favorite moments happens half-way through movie, when a character has to help his dog friend escape a giant *********Instead of the movie having somebody else acting like a Deus Ex Machina, the character genuinely ends up pushing himself to save his friend, and kills the creature.Finally, FINALLY, another movie that joins that rare category of being fun without being cloyingly moronic."
114,"There are no words to describe how boring, untalented. and uncreative this movie was. Don''t waste your time or money watching it."
115,Not that good. Pretty generic and overall not action or comedy. Nothing unique about it either. Will be forgotten in a couple weeks. I would just skip it unless you are 10-14 yo.
116,This movie is incredible especially the writing which I thought was thoughtful intelligent and hilariously funny
117,"Easily the best movie in 2020, for it's originality and not being another copy paste Hollywood mess. It sounded wacky, so I watched it - but it was a warm surprise - a story that everyday human can connect to, and that makes a good story for me - something that aims for your human emotions, and not your pockets or frustrations. If anyone from the production crew reads this by a 1 in a million chance: thank you kindly. True art, not just breasts, bicepses, killing and effects. Also: Boy <3"
118,"This is the story of a boy who is living among giant monsters. These monsters are ordinary insects and animals which are bigger because of chemicals. These chemicals are released by the human to prevent an asteroid from hitting planet earth. The boy loves a girl and after 7 years decides to leave his colony to find his love. He takes a dangerous adventure to meet his love again. The story is a genuinely nice one full of adventure genre elements. There is a wide variety of natural scenes in the movie. Special effects are awesome. I liked the background music and sound effects. The main actor Dylan O'Brian was awesome. In general, I recommend this movie to adventure genre fans."
119,"Watched this with my wife and boy and we found it quite enjoyable, nothing ground breaking but a fun romp!...I hope they will make a sequel!"
120,Love the simple story. Love the characters. Great execution. Heartwarming ending! Solid feel good movie!
121,"Of course there is hardly a way to make a movie about the post apocalyptic world and the struggle of those who survived absolutely original but still this movie stands out from the boring CGI focused shallow stuff by managing to find a balance between being a light hearted nearly comedy like flick and a thrilling sci-fi action horror.
It's got a likable underdog type hero with a great character development arc and some other life like, interesting characters including a really cute doggo.
I actually consider it a far better recent attempt to make a good humanity fighting to get its world back genre than any of the new Terminator movies."
122,"This has a great mixture of adventure and romance in an apocalyptic lifestyle from what's left of humanity. This movie is not only eye catching but it has excitement as well as an interesting plot and I think more people should actually watch this. 9/10 for the good time while watching this movie. Good job! Glad to see our Aussies taking some credit as well, Go Go Australia!!!"
123,"This movie makes me cry, laugh I love it teaching you something good in life"
124,"This movie is unexpectedly amazing, I loved the whole thing! You won't regret watching it."
125,"I didn't have very high expectations but this movie was amazing. No politics involved just a straight feel good, fun story! Cannot wait for the 2nd one to come out. This is the movie I needed right now."
126,"For an apocalyptic movie, it's a very rare take on relationships post-cataclysm. The movie is an adventure/horror comedy, but there's not too much insane gore or blood really. You can most definitely let the slight older kids watch this one with the grown ups. Michael Rooker is always a treat and his character is played perfectly. The movie even has a dog you grow an unnatural attachment to. I would be full steam ahead on a sequel for this!"
127,"I loved this movie! I was expecting something very stupid, while not Oscar worthy it was nice escape from politics and covid. Very cute and worth the watch!"
128,I was expecting a second rate movie but what I got was a wonderful well writen and acted film that made me happy!
129,"There is a lot wrong with the dialogue. It makes me wish I had set up a web site called ""Things they SHOULD have said"".
But all in all, it's pretty good, and it ends well, without any major mistakes.
Maybe except the huge things that moves faster underground than most things do under water. I mean, laws of nature? The hunt would be so energy consuming it would burn more calories than it would catch. If it was even possible to do for any thinkable creature, (that's why I don't like Dune).
But that's normal Hollywood (etc...) errors. Just make us scared, a stressed people is a good people... really?
But it's very entertaining and the actors do a great job. Graphix are awesome, not perfect, but awesome.
Some good giggles. Some emotional moments.
Well worth it for a 55 year old fantasy nerd :-)
I feel it could have been more like a Disney movie, less fright and more love, but that's me.
Not recommended for kids under 16 (I really mean under 30 hehe)
Enjoy"
130,"What a refreshing movie. No preaching, no agendas, no wokeness! Shocking! Hearkens back to the good old days of adventure films and a bit of coming of age films as well. The protagonist Joel is controlled by his fear and it takes his love of a girl to strike out on a quest to find her in a world where mutated (from tiny to huge) cold-blooded creatures and insects have taken over the world. There are a few Deus Ex Machina events thrown in there, and it is pretty predictable but that's OK - none of it feels out of place. Nothing to complain about as far as production values (sound, camera work, score, lighting, etc). An enjoyable family movie for sure."
131,"This is one of the best movies I've seen all year.
Hints of Star Ship Troopers and a Zombie Land vibe, come together to make a disaster movie not so doom and gloom.
I can see a grabbing hole that could have been filled and put the icing on the cake it involves a certain red dress and a dog and the potential of a new love interest, but as in life just like the movies you can't have it all.
The cast all do great jobs Michael Rooker and the wee girl have a Big Daddy and Hit Girl type relationship which works really well.
The CGI monsters aren't going to blow anyone's mind but they're enjoyable. The movie's a fun ride with plenty of frills and emotion, one scene in particular strikes such a balance of beauty, emotion and sadness all backed by the song ""Stand by me"".
You feel for the main character as he goes on his journey and grows as the film progresses nothing's rushed and he doesn't go from zero to hero montage style in 5mins.
Some times all it takes is a little luck a grenade and 5 secs 😁."
132,"It's a fun, interesting and very moving movie. Enjoyed every bit of it. Want love and monsters 2 also."
133,"The beginning was kinda boring for me, but all changed with the appearance of the dog!)After that the film became so much more dynamic ,kind and funny! Overall ,decent one time watch."
134,"Love and Monsters is a feel-good movie like everyone else is saying. The performances are sincere and you do care about the characters. There is nothing you haven't seen before in Love and Monsters story-wise but in the end I was left entertained and wanted to see more from this world. The acting is great, the story is sweet and the action and effects are great."
135,"Love and Monsters is... actually pretty great.I found this very funny in a year where everything ends up being bad. I really wanted to dislike this film just because it looks like a big CGI fest from the trailer. To my surprise, Love and Monsters is more than that.
It is a journey about (in my point of view) overcoming a tragedy that defines you.Love is mostly just in the title, this is more of an emotional ride than a teen romantic comedy stuck in the apocalypse. Go watch it. ""You better."""
136,"This movie had a lot of potential and honestly had me hoping that it could revive the slowly dying dystopian genre. But nothing can do that, not even Dylan O'Brien, who by the way absolutely gave an amazing performance. It's just that this movie brings nothing more to the dystopian genre, it's a journey movie like other journey movies, it should have been called Dystopia: The Cliche. Now don't get me wrong it's an good movie it's the fact that there are tons of movies just like it."
137,Almost every aspect is ripped off of zombieland.... Just not as good. The dog is the best character by far
138,"Why have such an emasculated main character?!Can't Hollywood just have a regular male character, anymore?!"
139,Everyone who gives this a high rating says nothing about the film yet the ones who give it a low rating mention things that annoy them..alot of fake ratings on here I must say..
140,"When I was released in India in Hindi dubbed?? I love it
Please dubbed this movie in Hindi"
141,"This movie was very fun to watch, after so long time I felt I was watching something good.
While I'm a fan of many of the headlining actors, the premise sounded a little goofy and I worried it would be a bit B-movie-esque. It was actually very well done and so much fun from start to finish. O'Brien does a wonderful job making Joel both believable and relatable. His character Joel indeed begins as a loveable, pathetic, little hedgehog and it's a fun ride watching him come of age and find himself. The premise behind the monsters is neat, the romance was well done, all in all, it was just an incredible movie."
142,"Went into this pretty negative expecting to see some zombies etc but actually wow what a movie, its not going to win awards but it was really fun to watch, good character development and the comedy is pretty solid.Thank god for a original spin on the post apocalypse stuff this year."
143,"Damn good movie, very emotional , perfect direction and music. Mixture of LOVE and monsters. but i really didnt like the End part, where he did this for LOVE but ..in the end he was heart broken almost. very bad scene. hate that girl."
144,It's my all time favorite movie. It's so good. They have depicted monsters in a very good way and all the characters have played their roles perfectly. And of course Dylan O'Brian is the best of all of them.
145,Nice Storyline and director came out with an unique ideas
146,"Consistently good, nice message, and never ""lets you down"".
It's a tad formulaic, but it's easy to follow and the presentation of the plot-idea is good enough to make it stand out. Nice characters all around and good use of quality CGI.It's one of those movies that are a pretty great first installment, and that can (possibly) be ruined by a sequel if they aren't careful enough. But right now, I wouldn't mind watching the follow-up."
147,"Such an amazing entertainer. Good graphic, action, adventure, emotions, you name it. This movie will give you. I would love to see a sequel."
148,"I started this thinking its the same old monster movie, but it's was actually very fun. Main character is unconventional and fun at times. The monster were a new idea and fantastically manifested. I think u shoud try this movie if u have spare time."
149,"Nice simple adventure story, great way to waste an 1.75 hours."
150,"Cold-blooded creatures and insects have mutated and grown to monstrous sizes wiping out most of humanity. Joel Dawson (Dylan O'Brien) has been living in an underground bunker community for the last seven years. He's lonely after getting separated from his girlfriend Aimee (Jessica Henwick). He freezes in stressful situations and is not wanted in any confrontations with the monsters. He decides to head off on his own to Aimee's seaside community. Along the way, he befriended a dog named Boy, and two survivalists Clyde Dutton (Michael Rooker) and Minnow (Ariana Greenblatt).Dylan O'Brien is a charismatic enjoyable lead. The section with Rooker and Greenblatt is a fun winning adventure. That is the best of the movie. The rest is somewhat average at best. It starts with a questionable premise. There is a convoluted info dump leading to a questionable premise in the bunker. There are a few undercooked ingredients in the stew. Once he gets outside and joins others, it can literally breath fresh air. It leads to another problem in the movie. The middle works so well that the last act falls a bit flat. It's a letdown to finish the movie and then there is a ham-fisted suggestion for a sequel. It's a sour note to end on. Overall, Dylan is great, the middle is great, and the rest needs work."
151,"The most unexpected thing about ""Love and Monsters"" is how charmingly enjoyable it is throughout. Whether it's the well-fleshed out characters (the dog being the clear standout with probably the best arc in the whole movie), the fun monster slayings, or the amusing happenstance luck of the self-deprecating protagonist, there's not much left to hate in this otherwise simple movie.OBLIGATORY PLOT RECAP: A catastrophe mutates and enlarges all the bugs on Earth who then wipe out 95% of the human population. Seven years into the apocalypse, a hopelessly love-struck dork named Joel sets out across a dangerous Earth to reunite with the girl from his past.THE GOODEST STUFF: The pacing is tight, meaning there isn't a single scene that doesn't drive the story forward or develop the characters in some way. Nobody feels wasted, and the script gives you a real good sense of what each person is like, even if they're playing to somewhat of a stereotype (like the smart-mouthed 8-year-old survivalist girl whose all the amounts of plucky we've seen before, and yet still a scene-stealer.)And can I say how refreshing it is to see a post-apocalyptic movie like this where every human isn't a murdering bastard who is just out for his or herself? The humans in this movie are actually helpful to each other, you know, in the way that most humans are in emergency situations. Imagine that!Surprisingly, the movie pulls off several tonal shifts that are quick and well-executed. You'll be laughing one moment, terrified the next, and then almost in tears after certain flashbacks bare a character's soul in an unexpectedly touching way. It's the best kind of rollercoaster ride because it hits all the right emotional beats, even if, in the end, it does feel kind of small.Which is probably my biggest complaint...THE WORSTEST STUFF: ""Love and Monsters"" feels like it has a much bigger world to explore than the 80+ miles of terrain our hero journeys across. I mean, it's not like a ton more exposition is necessary, but the story alludes to other survivors out there and hints at an ending that we don't really get to see. Its story is essentially a VERY small piece of what looks like a much bigger puzzle. It's not enough to ruin the movie by any means, but the ""smallness"" is enhanced by a couple of hasty editing choices and a third act that feels a bit tacked-on when there is more interesting stuff to explore.CONCLUSION: ""Love and Monsters"" is sincere in its sweetness without being sickeningly so. It's got a great sense of humor, an extremely likable cast, and a fresh take on the post-apocalypse genre. It's the perfect feel-good movie for 2020 with a clear message that may or may not have been intentional: enough hiding; it's time to get out there and live your life."
152,"By looking at the title and the poster for this movie, I didn´t really expect much.
But I was pleasantly surprised by a overall enjoyable movie with fantastic special effects.One of the reasons I couldn´t rate it higher is because there is just so much more that could have been done with the story. Don´t get me wrong I am not judging the movie for what it isn´t. It´s just that in relation to the amazing effects and interesting characters-monsters and fantastic setting the story is a fairly mundane, straight forward affair.Here´s to hoping that a sequel will be green lit."
153,"Love and Monsters is a movie that I enjoyed very much. It's similar to - I guess - Percy Jackson (young adult with monsters) and I liked the characters and the story.This post-apocalypse film takes place 7 years after the world ended and radiation created these giant bugs. Dylan O'Brien (The Maze Runner) plays Joël, a young man who has to travel 85 miles through savage land to visit his girlfriend who might be in trouble. Not being a hero (but he can cook and draw!) he's lucky to meet a guy named Clyde (Michael Rooker as a non-villain) and a young girl named Minnow. They both teach him how to survive this nasty world. He also finds a dog named Boy that will accompany him on his journey. Just in time he reaches the colony of his girlfriend...Of course, Love and Monsters is no Oscar material but the acting is good (Dylan is charming and I love Michael Rooker), the deserted world looks cool and the monsters are not scary, but fun. The dog looks fake sometimes, though. Storywise there are also some nice little surprises (the robot!). The movie even ends with a possibility for a sequel and I wouldn't mind that.A charming tale!
8/10"
154,"It's not the most expensive movie, or the best plot but honestly this movie gave me flashbacks to the good old days of family adventure movies. It has adventure, it has love, it has companionship, it has humour and it keeps you wanting to learn more about the world. It makes you feel good."
155,"A good fantasy movie. Acting is good with good characters. With every fantasy world, there will always be plot holes or things that don't make sense, but if u don't look for it, u'll enjoy this movie."
156,"In Love and monsters we are greeted with the loveable and goofy character Joel Dawson, a character who is so beautifully played by Dylan O'Brien who brings his normal fun satire to the film. The satirical reliefs that O'Brien's character provides gives a well rounded range of themes within the film. Overall the film's story is easy to follow but still lacks a few needed aspects. In hindsight the film could have included more fleshed out backstories to some of the characters, in some instances characters like cap are not explained with enough depth. I would have liked to have seen these types of characters with a little more insight."
157,A movie that sees a young man living and fighting thru monsters to go forward to his love 87 miles away.
158,"I thought it was really good! first, i will watch any and all movies or shows with dylan o'brien. second, his character was quirky and unique and just a fun character to follow throughout the movie. the plot was easy to follow and although it's not like this is top notch cinema, this is something i would watch again! the other characters and story like add so much depth and fun!"
159,"Never really heard much about this movie so was pleasantly surprised. This film had a bit of everything really... Great effects, decent story, great acting (inc Boy) and love of course!Great for both younger audiences and older ones too like myself.Could easily have a sequal too but for me... would have to be the same cast and same budget."
160,"Cutie Dylan O'Brien of MTV'S Teen Wolf and the Maze Runner franchise stars in this dystopian Horror fantasy. Some time in the future an asteroid heads towards the earth and is blown up but the nuclear fallout ends up mutating all bug and animal life which puts humans at the bottom of the food chain. Joel (O'Brien) discovers that his girlfriend is alive and 85 miles away. So he leaves his colony and makes the trek there fighting monsters and befriending a dog along the way. The movie feels very refreshing in its subject matter and execution. It's got charm, style and a charasmatic, engaging leading man. Although I never fully bought into the romance I loved the live action ""Manga"" feel of the material. It's fun, energetic and feels very much like something new.****/5
Eric: ***.75/5"
161,"Right off the bat, if you're a jaded ""end of the world"" movie snob, into over the top action sequences, extreme blood splatter and high body counts, this is not your movie.However, if you're looking for a movie you can watch with older elementary/middle school aged kids, that isn't painful for the adults, this is a winner. A coming of age story set after the end of civilization as we know it. There is humor, action and the right amount of peril to thrill, but not terrify. Even my husband said he was pleasantly surprised by how much he enjoyed it. The ending is perfectly set up for a sequel, and I would be interested in the seeing the story continue."
162,"Awesome movie, kept my attention. Acting was really good and the CGI and action sequences were more than decent. Hope this movie gets a sequel, love the character building."
163,"This movie is so good. So refreshing and genuine, I didn't expect this kind of goodness in this type of film. Don't get me wrong, I love monsters movies, but often I don't like teen movies. This is not the case, and I don't saying this is a teen movie. It is in some way but it is so realistic and serious in his stuff. Highly recommended. Years in no seeing such a good monster hunt film."
164,The plot of this movie is not anything new but it was probably one of the best new movies in 2020 . That saying there were not a lot of new movies but still fun for a lot of ages.
165,"First of all. People complaining that is a kids movie, saying it's for 5 year old, saying I'm an adult so didn't enjoy it. Where is your sense of fun? Adventure? Why has the child in you had to disappear because society tells you to grow up? You can be mature and still have a bit of fun and let the child out every so often
Anyways, this movie was good fun. Not the best plot, but it's an adventure. The monsters are a bonus and in my opinion are well designed. The main character is ok, but the dog steals the show. The end scene was a bit over the top but it reminded me of the old monster movies like Clash of the titans and Sinbad. This brought back lots of childhood memories for me. Don't take the movie too serious. It's good fun."
166,02 STARS FOR THE DOG AND ONLY THE DOG... This movie is so horrible...
167,"I get the high ratings this movie received as it's a well made and it's an entertaining movie. It's a light apocalyptic adventure movie, nothing to take too serious but certainly interesting to watch. The CGI's are well done and are the best part of the movie, it keeps your attention. To me it would have been even better with more different monsters. The plot is simple but effective. The cast is unknown to me but they all did a good job. It's a movie for everybody, that is if you're not too picky when it comes to realistic stories because this is all fantasy and will never happen, at least not in our lifetime. Good movie for this genre."
168,"Went in thinking Love and Monsters would just be another hack and slash monster movie. Was pleasantly surprised to find a post-apocalyptic road show with some depth.
The special effects are overall very well done but the environmental sfx are pretty awesome and don't hit you over the head.
The acting is very good and I see all the mains doing a lot more work.
Biggest flaw I saw was with the love story. There is no way that 2 healthy, unattached young-adults don't have sex after saving each other's lives. If they have a sequel maybe they will deal with that.
I highly recommend this movie."
169,"I went into this film with zero expectations. It is, by far, the most fun film of 2020. Well paced, funny, sweet and a little sad when it needed to be. It's set up for a sequel and I really hope there is one. Totally worth the watch!"
170,Tons of heart and just enough plot and twists to keep me engaged. Loved it
171,"If you've ever played the Fallout game series, you'll probably see a lot of similarities here! Which was kind of nice. Good movie, not too long, a little serious and not too serious at the same time. Definitely worth a watch"
172,"It's not a Hollywood Blockbuster but I actually enjoyed it and I'm 49yrs old. Obviously not intended for those little ones you have in your family, but those of ages above 10 and upwards along with adults will have no issues in watching it.Again I will say I really enjoyed watching this."
173,"With a refreshing and fun take on the genre, this post-apocalyptic adventure is a wild ride thanks to an excellent performance from Dylan O'Brian and his dog, Boy. The movie is exciting, funny and does a great job of keeping an entertaining pace without ever dragging on or being too silly. It's refreshing to see a movie like this in a year that feels like something out of a dystopian, apocalyptic story."
174,"A feel good, fun-filled, family flick. Packed with adventure and tense moments guaranteed to keep you watching. The CGI just works and the vibrant colours of this post-apocalyptic landscape pop. It blends the dramatic reality of trekking across unknown territory for seven days with comedic interludes to break tension. The acting from the main characters is convincing and you grow to love them.
I cannot recommend this movie enough, it's well worth a watch.
A strong 7."
175,Dylan O'brien played an amazing part in this movie. It is thrilling to watch the film even tough you are following the story of a nobody on a quest for love the movie has a lot of exiting parts filled with action. I urge everyone to watch it and enjoy the story. I would like to see a sequel to Joel (Dylan's part) his story and I think this movie has a lot of potential to turn into a franchise (if done correctly). Keep up the good work to al the movie makers out there.
176,I have watched this movie more than 5 times... Freaking love it
177,"Not a bad movie, though predictable. I don't understand how there's no Zomdieland in ""More Like This"". This movies are almost twins=) Michael Rooker's hero is the same as Woody Harrelson's. The emphasis on the rules of survival, again."
178,This was a good watchable movie. It has it's problems but the movie overcomes the problems with the emotional depth of the story and a great Dylan O'Brien performance.
179,"If they killed the dog in this movie I would've given it 1/10, the hero is the dog..
The story could've been better, but it's not bad.. they could've expanded it more and gave more time for the journey with the kid and the man who taught him things, it should've been like a year journey where he becomes really a bad ass, and the plot with the yacht captain was dull, very interesting premise and could've been much much better.. loveable characters I'd love if this was a series maybe?
anyways very entertaining but lacks a bit of darkness which should go with every apocalypse movie.
That being said, there is something else about this movie that makes it relatable for the time we live in, as we are becoming more and more afraid to go out, we spend our time cooking and around electronics.. the message here is to go out and enjoy our beautiful world.. make friends (not online) and be more out there and gain skills that we don't know we had in us."
180,"Expected this to be more fun. Dylan is a good actor, and from the trailer it looked that this was gonna be a decent ride. On the contrary the movie was hella boring, super slow, bad jokes, unemotional, unrelatable character, really didn't even care for Dylan in this one.
Utterly crap movie. Only good thing about this movie was the dog. The rest was predictable and lame. Suppose this movie is for a younger audience."
181,"I have always loved monster films & love that there's still scripts like this flying around out there. What I can't stand is the extreme lack of creativity or originality that is adopted to bring them to life.This just has zero charm or appeal and what makes it worse is the fact they obviously had an OK budget to mess with.Not even the special effects kept me interested, turned it off about halfway through. Last point, every character sucked."
182,"One of the worst movies i ever seenGARBAGEWhy do they keep making all these syfy movies
I mean if it aint a marvel movie its this crap."
183,"Went into this having heard nothing about it and not knowing what to expect, which is rare in this day and age. As soon as I saw that Dylan O'Brien was the lead I decided I'd give it a go, and it wasn't a mistake. O'Brien is in his wheelhouse here, playing on the likeable beta male sidekick role that made him a breakout in teen wolf. He brings humour and heart to a project that could have easily been a generic and forgettable affair, aided with some great supporting stints from the likes of Rooker and Greenblatt, however brief they might be.
Funny, warm and utterly charming. It's a family friendly Zombieland, without the expletives, the gore and...well, the Zombies. Well worth a watch if you're bored/down and in need of a good cheering up."
184,"Very entertaining, especially for the drought this year."
185,"I absolutely loved it ,every second of it .This is a new generation of apocalyptic movies different from the old dark and gloomy and sad movies with - everytime- a loss of a beloved caracter at the end. This one is brought to us with a lot of fun and EMOTION And if i had to rate the dog i'd give him a 1000/10 My best caracter"
186,"It's a great movie, a little buddy with a very normal body goes on an adventure, the jokes are awesome, the romance in it is not like 90% of movies, it's so so realistic , it's actually pretty inspiring for people who gonna face it, watch it guys, and gove it your rating here, and if you can go to cinemas and support it and one more thing, the relationship between people and joel and his dog is absolutly stunning"
187,"This movie felt like a really good surprise, the quest is simple and very well structured, making it agreably easy and fun to tag along as this young dude makes his way through a hostile world, meeting interesting and challenging people.
The character arc of the protagonist is very enjoyable, although the runtime is under 1h40.
The not Marvel grade digital effects give ""Monster Problems"" a B-Movie quality that makes it kind of even cooler, because it shows that the production had its heart in the right place and spent the money on quality actors, light, sound and of course story.
I give this movie a very well deserved 9 stars for the excellent unexpected surprise it delivers as a whole."
188,"I want a sequel... Thats it
Just give it a shot,you wont regret"
189,Loved this movie! Just what we needed to bring a smile during these hard times.
190,"Ignore all the picky nay-sayers on this one, I say. Now, I'm not exactly the fan of family-friendly feel-good movies or any such thing, but I do love me some imaginative and well-done movies, no matter what genre.""Love and Monsters"" is at least very entertaining, at best even a very inspiring and unique movie in these times. Is the plot original? Not really. The premise? Nah. But I hope you know the secret: you don't have to reinvent the wheel to make a good and entertaining movie. Take a nice script and a great director, take out all the identity politics that you might feel tempted to throw in, and trust that it'll be fine. And fine it is indeed. The world building is nothing short of impressive here, just visually. This film is an example of how you can create an absolutely convincing world without tentpole budgets, and it's done by creative decisions all the way. Just like in ""Dredd"", you will find that some nice establishing shots are enough to create immersion. However, that doesn't mean that the more complex creature shots aren't pretty good as well. Compliments to the filmmakers for making the budget count - there wasn't a single shot that took me out of the movie, not one.As for the acting, there wasn't a single actor that was bad. Everyone was decent at least, but some were outstanding - like Michael Rooker and Ariana Greenblatt. Their screentime is limited, but they're pretty much the best characters in the movie. I would love to see a spin-off with those two, to be honest, and I haven't felt like that in a long time. Dylan O'Brien does a great job as well, and with some dialogue tweaks it would have been even better. But who am I to complain? Well done, indeed!If anything, I would have given the whole script one or two more drafts to sort out some of the dialogue, but yeah, that's probaly just me.So, if you want to see some nice post-apocalyptic love story with a wholesome twist, some amazing dog acting performances and a really nice score, coupled with some visuals that are actually almost too good for this budget, then dive right into it. You won't regret watching this movie."
191,"I was a bit skeptical in the beginning of the movie, because of the cheesy plot; but it turned out to be a very pleasant surprise. I liked how all the characters, even the villains, were likable."
192,Long time before we got a proper full wholesome entertaining family flick and litrally everything about this movie was great definitely repeat viewing classic
193,"This movie is fun to watch and entertaining. It has comedy and adventure. For the comedy part, most of the humor come from Dylan O'Brian's excellent performance. All main characters are likable and the dog character Boy is so freaking cute. This movie is very suitable for family to watch and for people trying to forget some parts of the reality such as politics. Not so much for forgetting the coronavirus though but I'm craving for fun movies with decent scale of production, and this movie satisfies that craving, at least for now."
194,Its frustrating to watch how they wasted such a fantastic high budget CGI world of interesting monsters by giving it a dull slow first hour of movie. the 'im a weak guy pity me' act gets tiring real fast without the wit & humour likes of Zombieland. the dog was the real hero & the great michael rooker was so under-used its a crime. fantastic last 30mins saved the whole movie.
195,"Movies are just not good anymore. The 9 star movie of today, was a 7 star movie 10 years ago.
We give these movies more than they deserve.
This movie was lazy and lacked depth."
196,"It's not an amazing movie, meaning the story is clear that it's not something wow and it's a bit hairy. And the face-to-face phase doesn't surprise me like other movies.. I looked for the puppy!"
