,0
86,"Recently, I took a Friday afternoon with my family to watch a Christmas movie. We were scrolling through our Netflix account when a spectacular cover with vivid colors, costumes, and steampunk aesthetics popped up in the ""recommended"" tab. Ever curious, my family decided on the title, Jingle Jangle: A Christmas Journey, for our evening's homemade theatre. I should note, holiday movies are one of my favorite traditions each year, so I was ecstatic about a brand-new release with a different take on the Christmas story. Released November 13, 2020, director and writer David Talbert took my family on a trip to the magical world of the fictional Jangle family. Complete with steampunk holiday magic, the story follows the famous inventions of the Jangle family toy store. Conflict arises when the antagonist steals plans for a future prosperous invention, leading to the downfall of the Jangle's fortune and toy store. Now, the fate of the Jangle's shop lies in the hands of Jeronicus Jangle's clever granddaughter, Journey. I would recommend the marvelous and sensational take on a Christmas movie because of the engaging set, magnificent musical numbers, and well turned out characters.
I was a little nervous before starting the movie as the run time caught my eyes. The entirety of Jingle Jangle: A Christmas Journey lasted over two hours! However, only half an hour through the film, I became hooked on the artistic settings, environment, and stop-motion and CGI animations. I felt I could feel the effort poured into the glamourous buildings and detailed costumes, all through my TV screen. Despite the steampunk mood, the state of a Christmas town was evident. The high-quality camera captured each intricate brick, beam, and snowball in each scene. Overall, Rob Cameron's colorful set design earned my respect and attention during the lengthy Jingle Jangle: A Christmas Journey.
The set was not the only aspect of the film to keep my concentration focused on the movie during the fantastical storyline. Music is provided by John Debney, who also contributed to numerous famous works such as Elf, The Jungle Book, and The Greatest Showman. Debney moves the tale along with tuneful numbers. One verse in, and I could tell the upcoming songs would be phenomenal. We found ourselves smiling and occasionally dancing along with the characters to upbeat music. To summarize, the music featured in the Netflix original added an enchanting element to the overall film.
Further, the cast and characters in Jingle Jangle: A Christmas Journey amazed me. I recognized the name Forest Whitaker, who played the inventor Jeronicus Jangle, and Lisa Davina Phillip, who captivated me with her hilarious scenes and songs. Halfway into the movie, I did become worried the story would become monotonous and crowded as more and more characters continued to be introduced. Nevertheless, the ending nicely wraps up the storyline. The actors took the plot to another level through singing and character development. Since Jingle Jangle: A Christmas Journey is geared towards children, I found the movie to be predictable. However, I was not let down by the loveable characters, especially one adorable CGI robot, Buddy.
In summary, I would suggest the Christmas themed musical, Jingle Jangle: A Christmas Journey, because of the intricate set, delightful soundtrack, and diverse characters. I would describe the film as wholesome and festive. A holiday must-see, the Netflix original left my family with wonder and joy."
87,"Quick Summary: What's the square root of impossible?! A grandmother tells a Christmas story of magic, imagination and determination to her grandkids. In this story there's a little girl, Journey, that goes on a musical adventure trying to find her place in the world. And in the process tries to reconcile her family and become an inventor. And this little actress is a POWERHOUSE!Parents should know: It's a magical new Christmas musical that's safe for pretty much every age! There are a couple of warnings I would give. The movie involves magic, and even though it's more a science skill than supernatural power- if that bugs you, you won't like the movie. There is also a fair amount of fire. And a parental death (not a spoiler- it's in the description). Check out our full parent review with discussion questions at down the hobbit hole blog. I think this one will become an annual watch for us! Such a fun and inspiring holiday movie."
88,"This was the best way to kick off the Christmas season. My family loved watching this movie last night. We loved the story, the singing and dancing. I'm so happy we started off our season with this movie. We will be watching it over and over all season every year. Thank you for the representation and the real life example of how our people have been disenfranchised. Even by our own kind. I'm glad it had a happy ending. This will be our new tradition: watching Jingle Jangle for Christmas!"
89,"Knock off version of the Greatest showman & puss and boots...but for the black community, lost interest after the first number. Seems pointed towards children with ADHD. Way too much going on to focus on any actual storyline."
90,"After reading the negative reviews, I realized the people who wrote them were looking for ways to tear it down. It is a Christmas movie, naturally a little cheesy, and what Christmas movie isn't? The music and choreography were great. The casting, while not flawless, was incredibly enjoyable. The storybook animation was stunning to look at. It would be unfair to assume that this movie was made to win best drama at the oscars. It's made to be an uplifting Christmas movie with amazing representation not seen in most blockbuster Christmas movies. Before tearing it down, maybe watch it an open mind and take it for what it is. It brings so much joy in such a garbage year and I absolutely loved it."
91,"I wanted to see a movie not a musical.
Singing is ok but the songs take to long.
Great atmosphere and sets but when i am 15min on the movie and had to listen to 2 songs that takes +-4 minutes ... Sorry i switched it off.
And the actors are over acting it would be good on a Broadway show not in a movie."
92,Omg this movie put me in a good mood! Everything was amazing! A beautiful change from all the ugliness we have endured in 2020. Definitely a must watch.
93,Amazing film...reminds you how Christmas can be magic.
94,"I have long been a fan of musicals. ""My Fair Lady"" to ""LaLaLand"" and everything in between. Holiday musicals are my favorites and ""Jingle Jangle: A Christmas Journey"" could not have come sooner!!!
Well written, fantastic cinematography, production design, costume design and all! Forrest Whitaker gives a remarkable performance. In a time when there's is such craziness in our world experiencing this piece of holiday magic on Netflix gives one new hope and all it requires from us is for us to believe."
95,"Okay most Christmas movies are cheesy but this movie is very entertaining and colorful. Madalen Mills (Journey) is adorable and puts on a great performance. I wasn't surprised to read the negative reviews with racial undertones. One person even said that it's unfair to make a movie that's 90% Black, really?! I guess he didn't see The Lord of the Rings, or The Wizard of Oz! Shall I compile a long list of all the White-Washed movies?! These same type of people had the same things to say about Black Panther, the haters just can't stand to see more than the token Black actor on the big screen."
96,"This is a wonderful inspirational movie 🎥 that the entire family will enjoy... The acting, storyline, music and set design was 💯.. Great Work"
97,Me and my family loved this movie. I usually don't even like musicals but this was done so well. I'm going to add this to my Christmas movie collection. I love the cast of actors & actresses. Its story about hope & belief which ppl need around this time of year.
98,"I love this movie. I love the storyline, the songs, the acting, the animation and the magic. I was delighted from beginning to end."
99,"It's a feel good christmas story!! With great sets and costumes.... But more over is the transition between animation and live acting that is spectacular... Great singing and acting, what we needed for this Christmas and all the Christmas coming. A family Christmas classic!!!"
100,I love the inclusivity and the songs are so good. Great family movie!!!
101,"So many comments have mentioned it being an all black cast, well I didn't even notice that until I read the other comments and actually its not an all black cast as Hugh Bonneville makes a slight appearance. The film promotes the message that belief and forgiveness can solve anything. Its a wonderful film with great acting (especially from Madalen Mills who plays Journey and is just 11 years old), wonderful west end stage style songs and amazing special effects. 0its the ideal movie to get comfortable on the sofa with snacks and a duvet. Well worth watching."
102,"A must watch! It's not your typical Christmas movie which makes it even more magical and special, I watched it with my family and we all loved it from start to finish. Make those cups of cocoa, grab the popcorn, snuggle up and enjoy."
103,"This magical diverse Xmas movie takes you on an adventure sprinkling affirmations of Joy, Determination and Belief throughout this wonderful Children's fantasy with exceptional musical indulgence!"
104,"The feelings we used to have from Christmas films-love, laughter and warmth-are all wrapped in this masterful movie. It feels good and the music, family and universal love was lovely and overwhelming in the best way. I loved it so much!"
105,"This film was enriched with culture! It was nice to experience such a diverse cast potrayed in a Christmas film.The music, the story was well thought out and didn't rush ; you were really able to connect with the characters as we have probably all had a Mr. Jangles in our family and certainly a Gustafson! This movie is now a part of my children and I new Tradition. Job well done.Beautiful masterpiece!"
106,This feels and looks like a made for tv rip off of the greatest showman with less memorable songs and a better script. Unfortunately the bland songs stop any momentum of storyline you wish they'd just skip to the next part. Great to see a mainly whole cast of black actors. Visuals are also excellent.
107,"The cinematography and costumes are stunning, the music is excellent, and the choreography is Broadway-caliber. And it's a story filled with magic in a fantastic, steampunk world. If you're looking for a great holiday movie that families can enjoy together that is a standout from the usual holiday fare, this is the one that 2020 needed. Jingle Jangle will be an instant classic. Absolutely loved it."
108,"Everything was delightful about this movie. The actors were strong, the songs were moving and the animation was supreme. Thankful to have a strong black Christmas movie with depth and creativity. Oh, let's not forget the costumes! I haven't felt this magical about a Christmas movie since ""How The Grinch Stole Christmas"" first came out. Thank you for such a unique creation.To be clear, the only reason people are reviewing this movie negatively is because it's made of a majority BLACK cast which should not be an issue today. Just enjoy the movie for what is it. ART."
109,"This film was not the best film ever. It wasn't the best Christmas film ever. It probably won't be 2020's best Christmas film. I'm not sure it was aiming for any of those and nor do they matter.
The story is nice, the animation is brilliant, the cast and performances all wonderful (massive kudos to the kids), the songs perfect for the film and would not be out of place on a big Broadway stage, and the ""staging"" of it (sets, lighting, costumes) all spot on.
Watch it, tap your feet along and feel good. Why would you need more?"
110,"Absolutely amazing!!!! Grab your popcorn, hot chocolate, and a blanket to enjoy a Magical Moment to start the holiday season. Absolutely Amazing!!!"
111,Got bored fell asleep no story line acting was poor watching my grass grow was more interesting.
112,"Biggest jumble of a movie since The Greatest Showman. Usually love musicals but this just isn't good. For a Christmas film, it didn't feel very festive despite the snow on the ground. Just when you started to get a bit of plot then they'd start with yet another song. Feels like a pick and mix of popular films that just don't gel. So disappointing. Oh Forrest what we're you thinking?"
113,"Watched this movie and was positively surprised by it.
A great music score, beautiful stage and scenery, great effect animation, lovely acting and an entertaining storyline. Don't really understand the negatieve reviews."
114,"The story line was great, I love that the bad guy was a little manipulated and how intelligent Journey was (she's a genius). But the movie basically started with an unearned emotional number about characters we didn't know yet and ended with a bit too much flying, that was over done. The ending also doesn't seem thought out, did those kids never look out their window and see the factory before, thats hard to believe."
115,"I like very much It's a fun story to watch. The atmosphere is beautiful,
the graphics are obviously very beautiful. During the Christmas season Make it look warm and the family in that movie is even more warm. Everything is perfect The light, color, sound, camera angles, the performances of the actors are very good. I cried very deeply. The eyes convey emotion, the tone is beautiful,
the sound is great. There are animations to enjoy, From start to finish. In the end, the family was reunited like them, I recommend this movie this Christmas, watch this movie with my family, it will be very happy."
116,"Very entertaining. Loved the music, loved the color, loved the story. I don't know why it's pg versus g though. Very clean film. No language, the worst of it is a woman trying to com e on to a man, and that's not even that bad. I felt very comfortable with my young kids. All boys, and they all enjoyed it! Would recommend everyone who loved Roger and Hammerstein's Cinderella (musical with brandy) and the greatest showman watch this as well!"
117,Feel good positive movie 2020 needed this! The stardom cast reminds you clean is never a thing of the past.
118,"Of course we've seen the plot before but who cares, the music, singing, dancing and acting was great. I will definitely be rewatching again and again."
119,"This is what 2020 needed. We've been desperately waiting for Christmas chronicles 2 to be released and had no idea this was even in the works. It appeared on Netflix so we gave it a shot and it's brilliant. It's fun, magical and superbly directed. My kids have started watching it again!!! Can't wait to see what the director comes up with next."
120,"Awful script, badly acted, silly songs. This movie is such a horrible mess that I feel embarrassed for the whole production. Money doesn't make a film good. Netflix placed another bad movie in their hall of shame."
121,"I happened to be walking through Norwich when I saw this being filmed in Tombland.. (It really does look like that) I saw the streets covered in snow, and the snowball fight being played out.I didn't expect much, but it looked fun... Have to say, It was enjoyable to watch. Visually stunning. Ignore the lower ratings.."
122,"It seems like it is a cute movie, but I don't feel like it contributes much, and gave me serious ""The Polar Express Vibes, and Annie Music vibes, but isn't nearly as good as the two movies. The music was poor, and it's only been half an hour after I watched the movie and I forgot all of the songs, except one, ""Make it Work"" which I did enjoy a lot. and it didn't give enough time to really let you bond with the early characters, and only seemed to be the cliche type villain, where they don't get what they want so they retaliate.The thing is, this movie gives me serious, and I mean SERIOUS ""The Polar Express"" vibes. Some scenes reminded me of it, and just the overall theme of this movie was exactly the same about BELIEVING, but the only difference in my eyes is that The Polar Express has very inspiring music that doesn't compare to anyone else's, and the plotting and entire movie did capture my eyes. (I'd recommend The Polar Express more, it has very unique music that cannot compare, and has it's entirely different thing going on that captures your full attention, while being a bit of a musical itself, it definitely flows better since it goes very well with the scenery and doesn't make them stop to capture more minutes in the movie, it's not lengthy and it will always make you curious for more.)Even if this movie didn't peak my interest, the actors were amazing, even if they were given a cliche script to read off of. I'd ENTIRELY recommend them to play in other movies."
123,"Great movie! Wonderful actors, incredible sets and costumes, and heartfelt songs. Not to mention dancing! A very enjoyable family movie."
124,"Beautifully made, exciting, and playful. A great start to this 2020 Holiday season."
125,"Watched this movie with my kids and by the end we were all crying happy tears. It's a heart warming spectacle with phenomenal costume and production design, infectious songs, endearing characters and a strong central performance from Forest Whittaker.I only gave 9/10 because I would have liked more musical numbers but that's a personal preference. I wasn't disappointed with the ones that were in it.Definitely being added to the annual Christmas movie marathon."
126,"Jingle Jangle, Netflix's latest big Holiday push, is an extravagantly produced musical fantasy with some really good songs and performances. The movie is sort of Mr. Magorium's Wonder Emporium by way of Willie Wonka and for the most part the elements on display are quite well done."
127,I watched it with my family and we just loved all the musical parts. Vivid colors throughout! This movie is a feast for the eyes. Worth taking the time to watch with your whole family. Merry Christmas!!!
128,"Acting, singing, and choreography were all wonderful. Storyline is not unique but beautifully done and uplifting to the spirit. Sorely needed in difficult times such as these."
129,"Loved it! Beautifully produced, fantastic singing and dancing and special effects. The storyline is a much needed message for children today: to believe in yourself and all things are possible. Great for the entire family!"
130,"Utterly spectacular Christmas family movie!!! Touch of Greatest Showman, Short Circuit all served up with a large dose of family magic. Delightful!"
131,"From the grumpy old man, that got stung by the midas touch of happiness and joy, as a child walking the christmas streets of haugesund, norway at a snowsprinkled evening, ravaging every toyshop and windowexposure of nodding santas and illuminated shining toy trains running through the nicest of the nicest landscapes, making christmas the most magical time of the year.i shall admit as becomming old ive lost that julespirit, but ever now and then i can revive that feeling when viewing a good x-mas film, and this is the one for 2020. the production are pure magic, the music and dance and additional score are just impressing, and the acting plain an truthfull enough to give it at 10 stars,the only thing that could damage that badge were the sound design here and there, but i cant wait to show this to my wife, because she is like a toddler in a pile of presents when viewing this kind of movies.so in all the sad and bitter world of real life with bad economy and a bad pandemic, take a break from it all with jingle jangle, highly recommended"
132,"Jingle Jangle is: ""Something sensational, something spectacular, something revolutionary!""Jingle Jangle: A Christmas Journey is truly magnificent. The accomplished cast brought a touch of magic to phenomenal festive feel good film.It was written and directed by David E. Talbert and produced by singer John Legend. It stars Hollywood greats including Forest Whitaker, Phylicia Rashad, Hugh Bonneville and the voice of Ricky Martin as the impish Don Juan Diego.Jingle Jangle introduces rising child star Madalen Mills plays Journey Jangle who has a beautiful singing voice and captivating acting skills. Anika Noni Rose ""Dreamgirls"" who plays Jessica Jangle brings soul and power to the original songs that will be sung for many a year to come. Lisa Davina Phillip plays Ms. Johnston adds a touch of British humour to this brilliant film.I loved the colour, the costumes, the story, the songs, every single moment of Jingle Jangle.A very Merry Christmas indeed!"
133,"Jingle Jangle is a must watch movie/musical! The songs, costumes and cast will have you feeling charismatic throughout the movie. It will have you tapping along and leave you with a joyful smile! It had great movie tributes/influences throughout:
The Greatest Showman
Peter Pan
Wall E
Santa Claus
Harry Potter
Marry Poppins
Black Panther
A Christmas Carol... to name a few...
The movie ended with me in tears and basking in the feel good holiday magic 💫 Jingle Jangle will show little girls everywhere that their voice matters and can do anything they want. All they have to do is Believe and step into their World of Wonders and possibilities!"
134,"This had all the ingredients for a great family Christmas film.Good cast, check
Solid story, check
Great set and costume design, check
Excellent special effects, check
Top songs, checkThen whoever did the sound/music mixing and editing went and threw a massive spanner in the works.When it comes to a musical, one of the most important things to get perfect is the sound, but oh my days... the levels are all over the place and it really makes a negative impact.It's especially noticeable during songs where there are lots of dancing and additional background noises.One moment everything sounds great, then the music it too quiet, then the vocals are too loud and then suddenly everything muddies together.It's a shame, as it's a massive flaw in an otherwise enjoyable film."
135,I REALLY wanted to like this film. First I just wanted to say the attention to detail was amazing. The actors were great and was so lovely to see a Christmas film with diversity. Only let down was the story line wasnt very gripping and dare I say slightly boring.
136,"Jingle Jangle a Christmas journey
PG
Director: David E Talbert
Starring: Forest Whitaker, Keegan Michael Key, Hugh Bonneville, Anika Noni Rose, Madalen Mills, Phylicia Rashad, Ricky Martin, justin cornwell, Sharon Rose, Lisa Davina Phillip, Kieron L Dyer, Miles Barrow, Diaana Babnicova etcOverall rating 95/100Jingle jangle a Christmas journey is about an imaginary world that comes to life in a holiday tale about an eccentric toymaker, his adventurous granddaughter, and a magic invention that has the power to change their lives forever. Wow what an absolutely amazing and delightful holiday movie Jingle Jangle Christmas was, there are so many good things to say about this so lets get started.First of all the cinematography was fantastic, the movie had a charming tone, great soundtrack and a unique narrative/ point of view. This movie looked absolutely fantastic, the movies visual creativity and world building was truly fantastic, it just felt like Christmas in one amazing visual explosion of colour amazing set locations and creativity for the story world. The movie also had a very charming tone, every single component of the movie was charming and made you feel all warm inside just like a good Christmas movie should do, this charm never went away and in fact just got better and better as the movie went along. The soundtrack was also fantastic, there was some very catchy and easy to listen to songs that just put a huge smile on my face, and the vocal talent involved was excellent. I Also loved the films unique narrative and viewpoint, telling the story from the perspective of 2 kids and their grandma was really interesting and tied together with the films themes, it also made the film feel like one massive story book which I absolutely loved as well, also adding to the movies visual creativity.I also loved the movies representation, likeable characters, performances and chemistry between characters. This movies racial representation was absolutely excellent, I loved that the majority of the cast was ethnically diverse, it made a refreshing change for a holiday movie and worked excellently. The movie also had incredibly likeable and loveable characters that were very easy to connect with, The granddaughter played by Madalen Mills had heaps of charm and the way she changed Jeronicuses (Forest Whitaker) life and bought the light and happiness back for him was just excellent. The chemistry between them both was also excellent, all the relationships within the movie felt very real and authentic and handled with great emotion and sensitivity. The performances themselves were also very good, and believable adding to the emotion of the movie which I will talk about soon.My only slight negative for the movie would be that it was slightly generic in places. The movie had slightly generic dialogue and characters that has been seen in previous holiday movies especially with the villain being someone supposedly cast aside and getting popularity for themselves.My next few positives would be the character background, set up with the villain and interesting toy creations. I loved the attention to detail and character background for Jeronicus, seeing him happy when he was younger and establishing and developing his relationship between his daughter was excellently done, it didn't feel rushed and established the desired tone and themes and established the characters well,. I also did like the set up with the villain, him being set aside from Jeronicus and his ideas and creations set the villains intentions out well and this transitioned well into the main plot of the movie with an excellent and campy performance from Keegan Michael Key who did a fantastic job. The toy creations were also really creative and were visually striking.My final few positives would be the deep themes, emotional weight and heart-warming ending. The movie actually had a lot of deep themes that was handled very well, how the movie tackled the process of grief and how that effects the relationships within family was very emotional and made the film have a surprising amount of depth, this added to the emotional weight of the movie a lot, the movie which was helped by its performances was genuinely emotional, in its handling of the relationship between Jeronicus and his daughter and will get to a lot of people. The ending was also extremely heart-warming, the movie had very satisfying endings for all of the character arcs and ended the movie perfectly.Overall, Jingle Jangle Christmas is a fantastic holiday movie, with fantastic performances, a great soundtrack, with heaps of charm and is a Christmas classic that I will be revisiting."
137,"I went in blind with this movie. I didn't watch the trailer. And I was pleasantly surprised. I love musicals hence my name. I adores some of the songs in the movie. The STORYLINE is EASY to follow if you pay attention. The people givelinf it negative reviews must be ADHD or just plain miserable and unimaginative. How can you say Felicia Rashad is crappy actor? What about Forrest Whittaker? Come on now. They are film veterans, y'all need to go back to bed and get in right side.The story essentially is about family and believing in yourself when all hope is lost. The impossible is POSSIBLE if you have faith in your ability. And don't forget to ask for help when you need it the most! How hard is that to follow? Don't listen to the negative people!Watch it for yourself. Absolutely fantastical and purely for people with hearts!"
138,"It started off very good and promising. I loved the music and the actors were wonderful singers. I loved the charm and magical feel and atmosphere. However, I did start to lose interest towards the middle of the film. But by third act I was engaged again. So pacing could have been better.I did love the overall story. And as mentioned above it had this wonderful magical feel to it that felt perfect for Christmas. I really loved the young girl who played Journey and thought she really stole the show. She definitely is the heart of the film. I also felt the film needed more Anika Noni Rose. She has such a rather small part but she's absolutely great with what she does. However, I wish the story could have done without was the Don Juan toy (voiced by Ricky Martin). Every scene with that character felt too corny. Too childish. And therefore by association, I just didnt care for Keegan Michael Key's character Gustafon. He was less annoying, but still came across a little stereotypical villain. I do get that it is a family film and so obviously there has to be elements for kids. But I was totally fine with the Buddy 3000 scenes. I just dont think that character worked for me.I would say that the film was enjoyable enough. I do think its a worth a watch with the family this season. Do I think it will become a Christmas staple? Honestly, I dont know. I enjoyed it for it was but Im honestly not sure if I would re-visit it again next year. Especially when there are other faves and new content to consider.I listed the film as 7. But I think its probably somewhere between a 6.5 and 7.Also, the movie kind of felt like a mix of The Greatest Showman with A Christmas Carol."
139,"(No spoilers enjoy) The Prince of Egypt is a way better film don't waste your time.. animation was nice so effort is in the look of the film Aesthetics.. this film have no sense, the good from earlier, thats deh 2 outta 10.. the rest should be banned at least in the America's and other places with the internet for them to who have Netflix..."
140,"This is a beautiful movie with a diverse cast. The costumes are amazing. My kids loved it. It is a little long for younger kids, but its to be expected with a musical."
141,"I found the movie to be a messy amalgamation of good movies we've all seen before - lacking originality (so I'm saying lazy). The narration and camera angles are akin to The Grinch - The 'belief' is just the recycled Santa Christmas spirit vibe; there's a bit Christmas Carol in there along with a number of others.To be honest, it felt like this movie was more about demonstrating equal opportunities and diversity rather than delivering a good show.Perhaps for kids who aren't aware it's plagiarised most Christmas favourites, it may be a decent watch.Forest Whittaker is the saving grace in acting terms."
142,What a wonderful movie - nothing is IMPOSSIBLE if we believe :)
143,What an absolutely delightful movie! What a great family movie! It was nice to see # 5 alive again (Short Circuit)! 😊 Forrest Whitaker was wonderful!
144,The head and voice of Elias are the same as Wall-E.
145,"The plot is a holiday fairy tale, told like a story time. Some of the sets look like recycled from The Santa Clause movies. The musical numbers are catchy in spots. And effects are also descent.
Forrest Whitaker does play a broken down toy maker very well, and his scenes with the kids are watchable. Keegan -Michael Key is also charming has the main viilain. The kids also bring some fun to this also. This is a fun holiday film for everybody to enjoy."
146,"Amazing effects - some of the best special effects I've ever seen. Incredible costumes. But it was just trying too hard with not enough story.And it was trying to be the next ""The Greatest Showman"" but none of the songs are memorable.If they had fleshed out the beginning of the story and shortened the second act and made it less boring, it might have worked.In the end, beautiful to look at, but blah."
147,"The magic of wit and creativity that this movie portrays is very well executed. Adding to it the mix of dance and glam and colors in all its corners puts you in the christmas vibe. However i couldn't stop seeing Magorium's magic store, Wall-E's voice and shape, and the trip to Neverland with PeterPan and Wendy.
Mashing all those themes up in the movie removed the dazzle that we were supposed to have on Journey's inherited creativity and wit. Several short and loose ends that needed more focus.
All in all its a great movie to watch...in the holiday season.."
148,"Jingle Jangle is a brilliant piece of work for the whole family! David Talbert's masterpiece represents all that is good when a storyteller creates an epic adventure that parallels so much of how we desire life to be. From amazing acrobatic dances to moving songs, CGI that doesn't detract or distract from the humanity of the story, this really sets the bar high for Netflix and for every other studio as well. It felt good to watch a new story that had the familiarity of The Greatest Showman, Mary Poppins, A Christmas Carol, Mr Magorium and Willy Wonka. The sets and costumes are extravagantly elegant, the music is delightful, and the cast is one of the best ensemble casts assembled anywhere. Watch it and I believe that you will fall in love with Jingle Jangle."
149,"Wow wow for two days now I have watched this movie about five times. My daughter say to me Mama this is the best movie ever. I agree, the songs are incredible The costume are to die for, well done guys."
150,"The only thing i didn't expect from this movie is, there is less confrontation between Mr Jangle & his former assistant. As an adult watching this kid's vibe magical movie, it still gives me some good time & moment to enjoy this movie until the end.
I did not expect much but i would love to see more what Buddy 3000 can offer for the whole movie besides believing in yourself for it to be alive."
151,"The cast was great, the dancing wonderful and the story was above average. I wasn't a huge fan of the music used which really took me out of the movie every time the singing started. The movie was a bit long and that ending was just odd. I loved the casts chemistry and the characters just the story needed some pizazz."
152,This movie is plain awful! Have seen much better Christmas movies on the Hallmark Channel. Be warned! Do not waste your time on this garbage movie!
153,"I just loved this, one of the best Christmas movies I've seen for a while! The sets and costumes were amazing. Original story, fun, it had something for everyone!
Perfect family Christmas movie!"
154,"Just what we needed!Brilliantly written, it's like watching chocolate on the screen. I bet this would make a great musical at the theatre at the west end.The sets look great, acting's spot on and a great ending.Thanks Netflix."
155,"Jingle Jangle: A Christmas journey is a 2020 American musical fantasy film. I saw the trailers on Netflix and thought it looked really good, so me and my mum decided to watch it on a Saturday nite in lockdown. The storyline was okay, on the other hand the music was really good. I wouldn't say this movie is 10 as I have seen much better musicals in my time but was okay to watch. I think maybe children might like it but some scenes are more for adults as children might not understand the storyline. The movie was hyped up to much and was not as good as thought it would be. A little disappointed but overall it was okay."
156,Since when did content on Netflix become so wet? Have I been hit on the head or are they trying to reduce the populus to drones now they have a captive audience....
157,"While my 2 year old was fascinated with the movie, it was not very entertaining for me. Combine the big dancing numbers of the Greatest Showman, with the set from Mr. Magorium's Wonder Emporium with any Disney movie and you've seen the movie. Obvious Lip-syncing. The singing and dancing Shakespearean Choic are just too over the top. Could have been good without all the unneeded theatrics."
158,"Lovely characters, commendable well-known actors (the young lady playing Journey is marvelous), vibrant costuming and choreography, but....though it really does have a ""Greatest Showman"" vibe, the flipping back and forth between animation, puppetry, cgi, live, ""now"" versus ""then"" versus story-telling was just exhausting. Greatest Showman is riveting and I watch it often. This movie though, I can't keep the storyline straight. Every time I think I'm focused, there's another overly loud, overwhelming musical number and I'm lost again. I wanted to like this more and I tried to finish, but it's giving me a headache so I'm bailing out. Good try though."
159,"Whimsical musical enjoyable for kids and adults alike. Stunning costumes and sets, gorgeous music that fills you with Christmas joy Really enjoyed this! Just waiting to buy the soundtrack when it comes out on CD so I can listen in the car!"
160,"Just so predictable and a melange of so many different films, Wonka/ The Greatest Showman to name a couple!
Surprising Forrest Whittaker was part of this considering his repertoire! Animation was brilliant tho but not enough to carry such a cheesy film, didn't have much Xmas spirit either, fell very short."
161,"Very disappointing Christmas movie,after the year we've all had I watched this in anticipation of a much needed morale lifting film. The story,acting and the songs were very poor.
I wanted it to be good but it wasn't,the only bright spark was Forest Whitaker as he stood out amongst some very poor actors.
Am hoping for better off Christmas Chronicles 2."
162,"Setting is oke , but storyline, acting isn't good. The songs are weak and ads nothing of value .
Overall not good enough"
163,"Beautiful sets, the colors, the animations, etc., but... Too many elements, too many pointless characters, scenes, songs, messages...
It's like whoever created it were told that they only had one chance to make a movie in their lifetime so they throw in every idea they had and this waffly movie came out. It's like Hugo, meets *batteries mot included, Christmas Carrol, Toy Story, the cat in the hat, wall-e.."
164,"This gorgeous musical-like Christmas production is high on special effects, large dance numbers, and a diversity of musical numbers. It glows like Broadway Production number with lavish sets and powerful theatrical costumes, and dramatic emotional performances. Strangely enough though, this movie extravaganza seems to lack the traditional number of musical pieces and plays more like a child's fantasy movie with a lot of musical scenes, instead of being a real musical that allows the audience to sing, hum along in a seamless fashion throughout the movie. Nevertheless, this is an enjoyable, huge production piece that deserves rapt attention, in the fashion of Hugo (2011) with music or a youthful fantasy version of Chicago (2002)."
165,I am not big on musicals that's only reason it didn't get a ten. This is a wonderful movie for a family night. It's a make you feel good movie.
166,First off the music in this was amazing. The dancing and singing all on point. I would love to see this on Broadway. Story was original and decent. Great for kids. Few flat spots in the story where it could have been better. One for the more exciting and fulfilling Christmas movies out recently.
167,My wife and I watch this Christmas tale today and found it to be a joy part Broadway musical part mystical Christmas tale but most of all a very entertaining movie Christmas movie with some shortcomings in spots but heck its Christmas and all of the adults and children who enjoy the holiday. Did I mention this movie visual was spectacular to watch. I gave it a nine for giving us something a cut above and different from the run of of a the mill Christmas story.
168,"I have to be honest. when i saw this was a 'black' x-mas movie i did not want to watch it. I thought this would be another one of those 'inclusive/represent' movies. Wich usually feel forced. THIS MOVIE DID NOT FEEL THAT WAY. It is an amazing movie with good acting, singing, dancing, songs and a lot of magic. Oh and don't forget about the costumes. I love this movie and nothing felt like it was added for political reasons. Just a good movie where most of the people just happend to be black. (ofcourse i understand that that's not the case but as long as the wright people get hired regardless of skin color, gender or sexual preference i'm happy and this movie feels like thats what they did)"
169,"Just watched with the kids and it's awesome! Great effects and production, dances and songs blew your socks off. Love forrest whitaker and his performance was incredible! A lovely little story and 'buddy 5 (3000) is alive!!!!!'"
170,"......You will LOVE this....Mixing the magic of Christmas with the magic of special FXForrest Whittaker, as usual, is awesome and to be honest the film didn't really have any weak links. Where we generally see Christmas films inundated with romantic rom-coms this made a very refreshing alternative to the normality of the genre.Has the same heart as The Greatest Showman with hints of Wal-E and The Nutcracker in what I can only imagine will be a Christmas film that will grow and grow with time!!Enjoy this Christmas with your loved ones and if only for a short while let's forget the trials and tribulations that 2020 has thrown at us!"
171,A Wonderful Movie gives you the Joy & Happiness with the Christmas Holiday Spirit.Really Enjoyed it.
172,An amazing family movie. Great for kids. A plus to Netflix Christmas movies.
173,"Finally a musical I could enjoy to the fullest again. The latest musicals have all had great songs but were lacking a real interesting story. But this ... Not only is the music stunning and beautifully performed but this musical also has a fantastic, magical storyline. It is a mixture of Finding Neverland and everything you wish for in a Christmas movie. Sometimes it was a little too over the top, so I am giving it a 9/10 stars."
174,"That is the first thing my mind went to when it opened to a large shop, full of moving toys.. and magic. Not original there, but still definitely original. Was not expecting a musical, though, so that was surprising. Pretty cute, my little niece loved the music."
