,0
218,Done my part for deliberately mocking Hindu Gods and godess in their films
219,Disappointing Film.. Nothing in it to describe this Movie..
220,"No way to watch this movie and not to go into mind breaking depression
Nonsense and doesn't have any plot just stupid film to watch for maximum stupidity"
221,"Very overt slant against Hindus & their customs.
Cringe worthy content. Terrible overacting !!"
222,I think its paid PR who is rating it high. Its so pathetic. Some comedy elements were good but the movie did not have any logic and all the actors were so lame.. Did not even understand what they wanted to show the audience.. We had barfi which was good.. Then he made Jagga Jasoos that got bumped royally.. So tried a similar one with adult content.. Pathetic lame movie.. Not at all worth to spend 2.5hours
223,"Let me clear first anurag basu is like noncomercial director for me . but his silence comic timeings are best , thats reason you can watch his movie on any mood , if you go for logic maybe you could disappoint , but if you enjoy it definately you get a fun .in this movie he made faboulas job for binding 4 storys in one movie ."
224,"Very good film. Awesome story and connection. Abhishek, Pankaj, Rajkumar were super great. Female leads were also very supporting."
225,Spellbound narration with crisp transition. One doesn't feel lost amidst the other narrations - credit to director for weaving into a master piece.All the actors gave their best and specially AB deserves applauds for his terrific performance.
226,"Must watch movie, after a long time in pandemic , great to see a movie with good acting and plot without any overacting masala. Characters came alive due to the great performance by the actors. Starcast+action+acting+love=all in 1 movie, sorry to give 1 star less as you can't watch with parents
Thanks Anurag and team for giving such awesome movie"
227,"The title says it all . Super gripping till end .
We need to see more content like this in indian cinema what a refresher"
228,"A movie with good direction, great actors woth great acting skills. A full on entertainment. It's a must watch movie for sure."
229,Loved this movie.. loved the cast direction music and everything..a feel good movie with perfection
230,"If You Love Bollywood, You Are Welcome To Watch This Movie..."
231,"It's a good movie but not a masterpieceKuch kuch jaga story slow ho gai thi
Aur sala Aditya Kapoor aur sanya to bas story main gusa diya hai aisa lagta hai
Wo nhi hote to bhi koi farak nhi padta story mainPankaj and Rajkumar bhai rocks
Rohit and pearly did wonderful work"
232,Amazing movie.many years latter i saw good Bollywood movie
233,"The movie rocks. Great storyline, nice acting. Must watch!"
234,"The Thing I liked the most in this movie is Four Different Stories Overlapping at a Same Place in the Climax...
Love this Movie"
235,"It is awesome movie. I am watching third time now. Every time I find something I had missed before. All these people giving one star should just stick to Ramayana, Mahabharatha etc. Everything else is offending hinduism as per them. Reading these one star reviews I had to again go back and see what was offending"
236,"Nice to see such movies once in a while. The script is written beautifully as the various story lines continuously intertwine with each other without interfering with each character's own emotions and instincts. Unlike the many movies where seemingly indifferent character end up together to build a story, in this movie the 4 different story lines keep on progressing on their own which is wonderful to see.1 - Nov 14 2020"
237,It's just mind blowing movie. Pankaj Tripathi at his best.
238,It was a dissater movie. Waste of Time.Lodu movie.Confused direction and screen play
239,"Anurag Basu is a refined director and has unparallel way of direction & story telling like connecting stories with scenes and building new plot. Movie is a definitely freshly made and made well, Abhishek Bachchan shooting in paddy fields clearly shows they are ready to harvest. The movie just needed a little more time for enhancing the screenplay. Clearly there has to some difference between Guy Ritchie and Mr Basu.
Ludo is a mix of action romance with a blend of thriller. All the actors have strong characters and I believe every actor has done justice to it, RK Rao Mr Aditya Roy Pankaj Tripathi & Dangal girls - This is a bechmark of acting, keep doing well 👍.Overall a must watch and it could be biggest hit after the pandemic be it from OTT. Go for it 👍PS RK Rao No Woman No Cry song's jest no woman dont cry or should 😢 😊"
240,Anurag Basu has linked the stories in such an awesome way. Every actor has given his best here. Definitely recommend.
241,One of the best of Anurag basu. The real hero is the story
242,"Ludo is one of the best work to come on indian OTT after long time. The characters are interwind with eachother just like the game of ludo,It shows one goes out and comes back in the picture to a climax linked to all waiting for the first ""one on dice"" to take the game away,As we see there are winners and not many losers,the movie has some beautiful comic moments,a story which you can keep aside, emotions expressed by Rajkumar Rao are brilliant ,Abhishek has huge potential which was not done justice too. I would say go for it on any day and enjoy it. Anurag basu you did well :)"
243,"Combination of stories with great flow, best nip of romance, comedy and sentiments, pure class.must watch."
244,"Anurang Basu has made a better storyline movie among many disappointed film came from bollywood. The movie is a perfect treat to watch it on digital in this difficult time this movie will make you laugh,cry, emotion and fall in love with the Pankaj Tripathi, rajkumar rao and aaditya nailed their respective roles.
Sanya and Fatima has a better hold to their roles. Anurang's direction is very good."
245,"This move is not for everyone cup of tea, it has unique story telling style, cinematography, and story line. The will take you through a roller coaster ride and it will keep a smile on your face till the end. Everyone has acted amazing especially Pankaj Tripathi, oh what an actor he is. ""Life is Ludo and Ludo is Life""."
246,One of the best black comedy movies made in bollywood. Flawless acting by the cast. Script was exceptionally good and well executed by the director. Realllly enjoyed it. A must watch movie!!
247,"Each and every character has done well.... everyone is awesome. Specifically for the first time I felll in love with Aditya Roy Kapoor. I felt that he needs good director. For God sake Aditya choose good character and directors who can can make you act. You are handsome but you need good cultivator. As usual and as expected Raj Kumar Rao, Pankaj Tripathi remains the best...the best. Sanya malohtra, sana Shaikh, Abhishek Bachchan, Rohit suresh, Pearley Maaney,Shalini vatsa is also amazing...just liked it Mr. Basu - yamraj ji"
248,"Though it is always very difficult to run the story with so many star casts, but Anurag did it here.Acting is very good, screenplay is nice and script is nice. Long story but I didn't lose interest anywhere in full movie.I would say one of exceptional work of bollywood, but I just hope it's not remake of anything."
249,Good one... Anurag Basu again show his creativity... to show 4 plots and unite them in a nice way..
250,It's a great movie... But personally I think... It'll be better without slangs
251,Thrilling story with interesting twist makes it very engaging
252,"Ludo is easily in top 10 best film of 2020, the perfect cinematography, brilliant character arcs, script comparable to Ludo game, performances of the cast and music blending with it, Ludo has everything a perfect script would want, except at times it does become too chaotic but yet cannot remove it from my mind. Bow to you Anurag Basu, welcome back!Anurag Basu has been quite an underrated Bollywood director. With his films like Murder Barfi Gangster and Kites he's proven he has what a great storyteller needs. Even Jagga Jasoos could've been a brilliant film had delays and unnecessary script changes weren't there. Luckily Ludo gave him complete creative freedom and he excelled it well as pee required, without censorship and perfect OTT release, perhaps it would've failed in theatrical run but OTT made sure it's a success in best way possible.Cinematography of Anurag Basu and Rajesh Shukla Is the main USP of this film, how cinematography is used to define the colours of Ludo is commendable. The 4 colours representing 4 stories in which all the stories and how amongst them 3 reaches it's final spot while one of them remains behind is exactly how Ludo game is, kudos to Basu for the same. TBH all the stories deserved their own 2 hours long film, perhaps a series itself could've made this into a masterpiece. The track of Bittu-Mini(Red) remains my favourite, really wished the story itself had separate film for itself, it had lot more to explore and give us. Rahul-Sheeja(Blue) track was my second favourite, the innocent love story trapped within chaotic world, quite a relatable content. It could've been much darker and soulful had it received it's own film as well. Akash-Shruti(Yellow) track was a quirky one like a typical comedy and it too deserved its own film, perhaps a road trip comic caper would've made it fun watch. Alu-Pinky(Green) was unfortunately weakest link of the lot either deserved a better story or could've remained avoided one. And coming to Sattu Bhaiya(Dice), his own move and everything changed well, wished more of him in the film.Performances wise undoubtedly Pankaj Tripathi was the main man, in his typical gangster show but more of comedic one this time. Pankaj Tripathi is Bollywood's own God gift and fortunately he isn't lost in the competition but rather giving hard times to others. God forbid but we don't want Pankaj Tripathi to lose his position in Bollywood, or else it'll get destroyed instantly! But as Pankaj Tripathi soars high, it doesn't mean other cast members get overshadowed here. Closely next to him is ever dependable Rajkummar Rao, the best actor of today's generation! Give him whatever role you wanna give, he'll excel it with success. You may or may not like his film but he's always been giving his best shot, irrespective of how badly written script or his character is and even here despite of receiving a bad story arc compared to others, Raj lifts it very well given his naturally blessed acting skills. Coming to Abhishek Bachchan, now I've started to believe he's even better than his own father when it comes to acting. He's always been abused, cursed and mocked for his bad acting skills and to some extent I agree he was a weak actor and didn't get good script ever, but now Abhishek is getting better and better especially after Manmarziyaan and Breathe into the shadows, with more complex roles than his father ever did. His track remains the best of the lot here, especially when he unites with his onscreen daughter tears roll down your eyes and his death makes you cry even more. Hoping to see more of Abhishek Bachchan in the future. Aditya Roy Kapur remains in his usual self with not much improvement and kudos to Anurag Basu to utilise Aditya in his full potential. Although we've seen how ARK can perform well in Kalank and Malang, we've never got to see anything new from him besides his usual happy go lucky self, hope Bollywood utilises his potential well in the future. Rohit Suresh Saraf is the rising star here! At this age he's already excelling will in given Bollywood films he's worked in, hoping to see a solo lead role of Rohit as he deserves the success, cheers to the rising star. Ishtiyak Khan was great in his role too, hoping to see him soar high like Pankaj Tripathi instead of getting side roles only, fingers crossed!While the men have done great job, women aren't lagging behind at all. Inayat Verma was the best actress, perhaps best acting of the lot. Her sweetness and innocence wins over you instantly, especially her track is quite relatable in today's time. Her chemistry with Abhishek would make you want for her more. Sanya Malhotra is another star in making, her chemistry with ARK was another highlight, in which she overshadows Aditya despite being junior to him in experience. After Dangal Pataka and Photograph, another brilliant performance by Sanya and hoping to see more of her in future, perhaps in solo lead. Pearle Manney... she was really beautiful and acted very gracefully, her chemistry with Rohit was another highlight. Only issue was she got very less dialogues or else she could've overshadowed most of the star cast here. Fatima Sana Shaikh has given her weakest performance, she deserved a better role and better acting. While in Dangal and Thugs she had almost matched Aamir here her Dangal co-star(Sanya Malhotra) is taking over her, hope she improves upon in the future. Shalini Vatsa was also great in her role, her short yet sweet chemistry with Pankaj Tripathi would want you long for more. Asha Negi was wasted badly in an uninspiring role, hoped she gets better role in the future of Bollywood.Kudos to Basu for making Ludo possible, just wished it to be little longer in episodic format instead of series. Except the climax did become chaotic and loud, which kinda messes most of the part. Giving 7/10 as the climax kinda messes everything or else a 9 would've been perfect for this film"
253,Different characters and stories were very well stiched by Anurag Basu.Pankaj Tripaathi was super followed by Rajkumaar.
254,The way of Black comedy is not easy. But the director Anurag Basu handled it . Pankaj and rajkumars expression are unmatchable so funny. Loved the all actors. Must watch
255,"What a brilliant screenplay,cinematography and dialogues..Fantastic acting by all the cast and a brilliant music by Pritam and equally brilliantly sung by Arijit..Loved a bollywood movie after long long time..Subtle touch of Anurag Basu made it a gem..Its a nostalgic ride to Barfi,Metro,Jagga Jasoos.."
256,"Every actor in this movie shine in their respective roles. Four different stories who connect each other so well. All four stories are really different and unique.
Red (Abhishek Bachchan) story is the most emotional story, the scene where he met his daughter was very emotional.
Green(Rajkumar Rao, Fatima Sana Sheikh) story is the most hilarious story. Rajakumar Rao as Aloo is so great to watch. I couldn't stop laughing when Aloo would start dancing as mithoon.
The story of Yellow(Aditya Roy Kapoor, Sanya Malhotra) is a romantic touch given to the entire movie. They actually look so good together I would love to watch them together in future.
Blue(Rohit Saraf, Pearle Mane) is a silent story. The story is abit slow and well written but Rohit has done a great job.
Pankaj Tripathi in the movie is like the dice. He has the same Mirzapur touch of gangster but with comic trait. The most funny thing is he never dies. In one scene he is thrown of a bridge and he is still alive, then he falls from a dozer and yes he is still alive. In the end of the movie he is hit by a truck and still alive.
The movie has really convincing ending narrative manages to entertain us.
If you havent watched it yet than you are missing out alot."
257,"Most amazing screenplay in recent times. Anurag Basu is master of story teller and again he proved with this jem. All actors have comedbale job respectively. Little bit sad why this movie was not released in theater. Black comedy with such a ease. Again Hats off to anurag sir. Pankaj sir, Abhishek , Aaditya ,Saniya,Fatima,Rajkumar rao ,mama ji from SD and all other supporting cast act memorable"
258,After so long a really good Bollywood movie with some really good content to watch
259,"Must watch 10/10. Comedy, life truth and romantic movie."
260,"Pretty good and whimsical.The story and multiple intertwined threads are not new anymore, but you won't feel bored or feel any glaring clichés with this onePros :-Cinematography is excellentSongs and background scores are on point and pretty goodActing for most part is fresh and goodWell pacedCons :the clichés though not that bad, do stick outscript is hit and miss, and pretty awful at some pointsthe pace was good, but editing could have been a bit better, especially giving some more depth to few characters while chopping few pointless sequences ( like the murder for 7 lakhs - could have been shorter if not completely cut, while inserting why the builder was murdered or the older nurse etc. )"
261,"I found such a great movie after years from Bollywood. A perfect blend of everything. Romance, action, comedy, thrill everything and that too performed with absolute perfection. None of the cast felt overacting or seemed not able to go deep down the character. Absolute perfection. Even the role brought by fatima sheikh, a completely new character was brilliant. The beginning is so excellent that it grips you to watch entire movie in just 10 mins. Out of the box content and story. One of the best bollywood movies of all time. Managing so many casts is one of the most difficult task but Basu showed everything could be presented excellently, all you need is perfect cinematography and direction. The scenes and camera angles and all were so perfect. A MUST MUST MUST WATCH."
262,"The movie is very good in every way.
It contain everything like action, comedy, thriller, suspense, emotion.Loved it."
263,"A must watch muvi full of everything, it's just worth it to watch."
264,"Pankaj Tripathi and all other actors nodoubt have done a wonderful job to make it entertaining but the online thing that I think was not relevant was making fun of Indian mythology, I damn sure it was not done intentionally but it does affect somewhere.
Looking forward to get the best output next time."
265,"As usual Bollywood hateness towards Hindu culture and Hinduism, showing our ishwar in bad light. Ur day will also come basu and all the cast!"
266,"Mostly all the actors have done great job.....But RR & PT steal the show. Cinematography is what will keep you refreshed in this lengthy movie.....
Kudos to Anurag Basu for trying something new everytime.
So give it a try it wont disappoint."
267,"Nalla padam
Nalla padam
Nalla padam
Nalla padam
Nalla padam
Nalla padam"
268,"After a long time, an Indian movie with good story line, direction and screenplay. You don't want to miss any minute of movie because lot of things are happening in it. Pankaj Tripathi , Aditya Roy Kapoor, Sanya malhotra, Rajkumar Rao are rocking on screen. I think Abhishek Bachhan nailed his character, the only bad luck of Abhishek is Bachhan Sb sets the standards so high that it's not possible for him to meet that. Mini was so cute in her acting. The analogy between life and the game of Ludo is astoundingly depicted in this movie. Anurag Basu's cinematography has always created an apotheosis in Bollywood movies. To summarize, definitely worth watching this movie. From an ordinary story to an extraordinary narration it keeps you entertained from the very beginning to the end."
269,"Anurag basu as usual with fresh and new content. Performance of all actors are very good. Special mention for Pankaj Tripathi sir, Rajkumar Rao and Inayat Verma ( Mini ). Story, screenplay and direction are top notch. Highly recommend from my side. Thankyou."
270,After watching boring movies this was such a relief ...totally keeps you occupied and it's like a joy ride full of fun and turns . Loved it .. it was funny but with a twist !
271,"I just found it in Netflix, and since I had nothing to do I decided to give it a try, and my God what a movie it was. Great comedy, emotions, love, and everything. In my opinion it is one of the top ten Hindi film ever."
272,"Good acting and Comedy.
Story is unique.
Pankaj, Raj Kumar Rao, Abhishek Bachchan
Were phenomenal"
273,Loved the movie. All the characters were played so well!
274,"I am generous with a 9 cos i enjoyed it. Simple, aint no wannabe critic.
The film has genuine humor n amazing exploration of human behavior. It is a bit lengthy but ther is no melodrama or songs.
I laughed out wildly when Mark Zuckerberg Mishra's name was called out.
The scene wher the fat man's buttocks is on audiences' face while his dick is towards the character Rahul is hilarious.
The hospital escape scene is uproarious.
Rajkumar Rao with his mullet hair n Mithunda's antics stole the show.
The film has one helluva hot babe (Sana) with busty cleavage.
Aditya Roy Kapoor's subtle taunt (on media n votes) is spot on."
275,Its a great movie guys trust me U won't regret the time after watching this movie
276,"Best movie watched, brilliant acting by the cast and great comedy narration was good worth watch it. Make it a try you would love it"
277,"This movie require certain pre-requisite for an audience and is not for everyone, here are they
1. Intellectual level
2. Taste to dark humour
3. Third level narrative
4. Eye for detail
5. Watch it as if you hear a storyThis movie has extracted the best of all artist and the cast on the show, in case you fall in all 5 categories you will observe the movie as nice story telling concept and the icing on the cake shall be if you believe in karma or if you believe that everything happens by God be it good or bad.I am not going to share the plot here or would not lay emphasis on one particular actor or character but would lay emphasis on the fact that this how humans are in the ever changing demands that he created and is trying to meet them and what they get they are not thankful but they are when they struggle to get that.It's a beautiful story and a plot stating why it's important to realise what you are and how you influence others either good or bad.Anurag Basu you did a fantastic job"
278,Story - Acting - Screening - Comedy full enjoyable . My rating 7.5/10
279,"Anurag basu had some bad period, however he has shown lots of creativity in this movie. Finally netflix has some good hindi movie. Casting is top notch everyone did justice to their character. As amitabh bachchan is irrepressible so do Pankaj and Raj kumar. Also Abhishek and others actor were great."
280,"Story feels complex and not very engaging, comic movements are few and far, some story plots seems unnecessary or over dragged, except two stories of kidnapping and sex tape both other stories seems uninteresting while basu as narrator is not beneficial to any story as he engage in morality side of characters, every actor did decent job but Rao and tripathi shines in movie, technical aspect are okay, overall 6.5 /10 is my verdict."
281,"A well scripted movie with non linear screenplay,give it a try u gonna like it,I like the bittu character mostly"
282,"This dark comedy anthology is a mixture of emotions. Starting off from a bash of circumstances that gradually bring laughter and joy to the audience and ending with the note of fate and destiny, this movie is indeed spellbound. Some of you might find the story a bit lagging but trust me its worth a watch. From Pankaj Tripathi to Rajkumar Rao, the casting of this movie is brilliant. A moment of silence to Abhishek Bachchan's performance. He silently creeped into our hearts and made it cry. But it's not just him the other actors like Aditya Roy Kapur, Dangal fame Sanya Malhotra and Fatima Sana Shaikh, Rohit Saraf and with a bit of enthusiasm for the people from Kerala, Pearle Manney.The essence of this movie is the portrayal of the fact that fate has its mysterious ways of bringing things to us that we have always desired. Anurag Basu brought in the aspects of multi-narrative storytelling and the subjects like sin and virtues and second chances. Just like the unpredictable game of Ludo, the director brought the lives of his character into this game. The best part of this movie is the way every part of the story connects well and ends with a good note. This work of motion art will leave you smiling and awed till the end. Honestly in my opinion, it's been a while since I have seen such a good Bollywood movie.If you are having a bad day, make yourself a chai, log in to your Netflix account and give this one a watch.A feel-good, dark, humorous, heart warming movie."
283,"Indian black comedies are the perfect fusion of black humor and desi masala mix. It tells a grand story where lives of the characters get entangled. Life is a set of random events, just like a game of Ludo, where we may think we are in control of things, but we really are not. The roles of Yamraaj and his assistant Chitragupta as the disinterested observers added extra flavour in this high velocity drama."
284,"The story line wasn't great but it was fun to watch. Rajkumar Rao stole the show as usual, and surprisingly Abishek too!P.s Not one to watch with the family."
285,"Amazing movie.. Watched twice
All actors did a great job.
Big cheers to Pankaj tripathi and rajkumar rao..
Editing of the movie was really appreciable.
Well done"
286,"Amazing master piece by Netflix India. This movie keeps you at the edge of your seat with the twists and turns in the plot. Add superb performance of Pankaj Tripathi & Rajkumar Rao, with the strong direction of Anurag Bassu, Ludo will give you perfect blend of comedy with action."
287,"DIRECTION: 10
ACTING: 14 ( +1 Extra for Pankaj Tripathi, Rajkumar Rao & Abhisek Bachhan & Aditya Roy Kapoor)
MUSIC: 10
Reality: 6Finally a good movie in the year of Pandemic... Anurag Basu has ticked all the boxes. The Barfee's director impresses with Ludo also.
Netflix saved itselft from pathetic indian movie lists :p"
288,"Chaotic, beautiful, childlike and crazy genius is Anurag basu. His Ludo is chaotic brilliance. Cast and acting was great. And no words for direction..."
289,"This movie stands strong till the end..
One of the finest movies."
290,Some stupids gave it -ve for nepotism..but dude 1st watch the flim then rate
291,"It's a good movie mixing in 4 different stories and how Fate brings them 'together'. The movie brings up Fate, Destiny and the Dichotomy between 'Good' & 'Evil' in it's philosophical themes. I liked it. Another good movie in Anurag Basu's Filmography."
292,Anurag Basu creates a solid movie with some brilliant top notch performances especially by rajkumar rao and pankaj tripathy
293,"Just one word can define Ludo-AMAZING..!
I seldom write reviews but Its really such a rare gem to watch that I couldn't help to stop myself from expressing my excitement.
Don't befooled by the hater's negative reviews... Just give it a try... I can bet U won't be disappointed anyhow."
294,"This is my first IMDb review. I've rated many movies but never reviewed.
This movie is one of the best crime-comedy-drama I've ever watched in Indian Cinema.
Anurag Basu have done a great work. The movie is so very well directed that you wouldn't feel bored for a second.
To sum up in 3 words you will
""Laugh, Cry & Smile"""
295,This movie is unique and nice story amazing movie concept different
296,"You will from the start feel like you are watching the 2020 version of super deluxe with ofcourse different stories. And you will like it from the very first scene .
Rajkumar Rao and Abhishek are the best in the film, the little girl is surprise package.
Aditya and sanya gave commendable and natural performance and their chemistry is amazing."
297,"Basu has done fantastic work. The way different parallel stories are merged into one movie is fabulous. All actors were superb and their performance were upto the mark. Specially Junior Bacchan, Pankaj Tripathi and Raj kumar Rao. Pankaj Tripathi seems to be on path towards becoming next Amrish Puri (funny one). Must watch movie.."
298,"Just awesome... I am fully entertained!!!! I have to write more for the sake of IMDB's ""No short Review"". But truly a fun movie ."
299,"Raj kumar Rao what an actor and Tripathi undoubtedly performed exceptional as always
But please avoid casting boring Bachan always a let down.
Fab movie, script and direction
Thanks for finally making one good movie"
300,"Everything about the movie is good except for the climax which looks rushed and not well thought of unlike the rest of the movie. Movies flows at a rapid pace and all characters fit right in. Their paths cross for reasons well scripted into the story and it's convincing. Everyone has acted their parts flawlessly - Abhishek's character showcases anger and emotions, Pankaj's - Anger and Comedy, Rajkumar's - Comedy and Emotion and Aditya's - Comedy. Dangal girls have also done well in their respective parts. It's a fresh take on life and it's complexities and Anurag Basu delivers a gem!!"
301,"This movie is just superbly directed by Anurag Basu. So well narrated hyperlinks and small details. Rajkumar Rao, Pankaj Tripathi as usual classy act. Must watch movie."
302,"Ok, I need some extra sentences because there is a lot to say about this film. This was almost going to be another Jagga Jasoos (in post production standard, but somehow it got saved - you will feel like drinking those green juices which will be bitter if the sugar is just a gram less). Editing is super, it does not make you feel that in some of the scenes actors are not there standing together, even kudos to the body doubles. Even camera is, whatever scene transitions and outdoors of beautiful Ranchi and Bhilai, both of which used to be famous travel destinations in the early twentieth century. I loved the songs (listened the jukebox just after watching the film) and liked the concept of making different third and fourth acts (and they have colour motifs too); but all these could not make something GREAT together as this hyperlinks are not new in India where all the different South Indian film industries started experimenting with this format with the respective own local flavours for more than a decade now, and once a while Bollywood gives it a try too. Now, the characters, Pankaj Tripathy (the Die) has done a lot of gangsters already, so you will not get much other than the main USP of the character. Abhishek Bachchan and the kid (the Reds) has a cute segment, and the scene where the parents deciding to keep the maid was so strong that I reacted vocally during it. Fatima Sana Shaikh and Rajkumar Rao (the Greens) gave their fullest, specially the scenes with his hard acting and the conversations with his co-workers. Sanya Malhotra and Aditya Roy Kapoor (the Yellows) delivered as their scripts demanded, and the scene when her fiance came was real as anything. And without having many dialogues, both Pearle Maaney and Rohit Suresh Saraf (the Blues) drew attention from everybody and now I am searching for her filmography in Wikipedia. Just to show off, adapting the rules of a game to a film is done well, and executed in better way, if not similarly massive, to ""Animal World""."
303,"Okay, so it lived up to the hype of the trailer.
Great script, beautiful cinematography and amazing acting by all in the cast.
It's a rollercoaster and worth every minute!"
304,"Ludo-The wicked wicked game.
This is the latest offering by Netflix as their original feature film. Ludo the eponymous board game which everyone as a child would have played. Lately it seems to have caught on the fancy of young and old alike in it's online Avatar. It sounds like an unlikely name for a movie and does aroused curiosity. The movie juxtaposes this game as and with the game of life. One gets excited and is expectant to see something different or new, as for the last few offerings on the various OTT platforms are anything but entertaining or even vaguely logical, lt seems that the makers set out to make something good with the kind of themes and story ideas at their disposal but somewhere in the intervening period they lose their way and the story meanders and hurtles towards its climax. Same is the case with Ludo, it starts out with high expectations as a bearded Anurag Basu (the director of the movie) and his sidekick descend upon the screen with a briefcase. One feels some kind of Gangland exchange is going to happen but they turn out to be the Sutradharas and their conversation takes us forward to a floating Mafia den helmed by Sattu (Pankaj Tripathi) and his wacky gang. We are introduced to four sets of tales which are explained away as the four players of this game of Ludo. Though not interconnected but they keep crossing each other's paths as Sattu is the common thread or the canvas on which their existence hinges and who has the power to control them. The story keeps shifting from one set of players to another, in the process bumping into each other as on the ludo board and inflicting back to square one to each other. It finally boils down to the climax where all the four stories converge on a common ground literally and what follows is that different fate is handed over to different team. Some get just rewards and some just perish. And what about Sattu the unbreakable, the master controller of the pieces he is having a time of his life despite being the villain of the piece so what is the moral of story Live and Let die?
Now let's talk about the teams and the characters there in:
First, the yellow corner of the board : The Akash and Shruti story i.e. Aditya Roy Kapoor and Sanya Malhotra. A goldigger falls for a struggler and their love story goes viral, it has to be reversed, so who best but apna Sattu bhai who will lend a hand. Kapoor is maturing as an actor but still retains his cockiness. Sanya displays right amount of chutzpah. The ventriloquist doll is the highlight.
Second, in the green corner : Alok and Pinky story i.e. Rajkumar Rao and Fatima Sana Shaikh. A lovelorn majnu gyped in love by his paramour is forced at the hands of his heart to put in his all to save his beloved's family in trouble due th Sattu. Is ultimately rewarded by fate. Rajkumar is in top form mimicking Mithun and sporting a different look. Fatima is unable to shake off her pehelwan looks and even as a guntotting moll in minis does not evoke any desire.
Third the Red Corner: The Bittu story i.e. Abhishek Bachhan, the loser. Solitarily carry's on to give succor to his friend turned rival who has usurped his family, wife and all from him. Is the only one to be handed tragedy by fate. Bachhan shows absolute restraint and gives a fitting performance as the role demands.
Fourth the blue corner is the story of Rahul and Shreeja I.e. Rohit Saraf and Pearle Maaney. It is an unnecessary interlude but the fate is kindest to them as they finally realise their dreams of becoming millionaires a la Lootcase and Waisa bhi hota hai part II. Not much acting to their credit though they hog a lot of footage.
Finally we come to the granddad himself i.e. Sattu or Pankaj Tripathi who lives the Gita shloka of being indestructible only here we are not talking about his soul but his body (the soul is forever lost). With guns tied on his thighs a la femme Nikita under his lungi he and his gang act as the irritant louts but also the common thread that binds the narrative. Pankaj is in his usual laid back style and now we have seen him one too many times in the last 2-3 years. It seems he and Nawazuddin are the only character artists and dons left in the industry.
Some final observations: The female characters in all the four stories are shown the manipulative ones, even the child who plans her own kidnap has a hardened Bittu wrapped round her fingers. The male protagonists are their saviours, how naive. The movie finale gives us the parting kick as the Director and his sidekick are dipicted as dhan-ta-dan....Yama and Chitragupta, well, well, well......so much for the mytho."
305,"Ludo is that light entertainer which you may not want to miss. The movie started off really well, but felt it lost its way in the middle. The concept of mixing many stories with many characters, adding confusion to create comedy and curiosity is a concept used for decades, but the colourful frames, background music and brilliant editing ensured that a scent of freshness persisted throughout the movie. Pankaj tripathi's smile and head movements are enough to make anyone's day, he is the heart of the movie. Loved performances of all actors especially Aditya Kapoor, saniya malhotra and inayat verma (from where are they getting these talented kids?.) I loved the movie and will go back to it again and again whenever I feel down, just like the game of ludo.
NB: I think the director just writes off the concept of good and sin, right and wrong, and karma by deciding the fate of his characters in a way that doesn't satisfy our moral codes.."
306,"⭕⭕⭕⭕⭕⭕⭕⭕⭕⭕⭕
Please go and watch it.
The story and dialogue is perfect.
Every actor in this film played their role so well.
As expected Pankaj Tripathi will never upset you with his acting skills.
How the 4 story merges is awesome.
A total masala movie"
307,"In this year where old films are being remade or film with crappy acting and plots are coming.This feels like a fresh story where 4 lives are interconnected in a 1 epic funny thriller story ,the plot is fresh the acting is superb there were a few dry spell butter story keeps u engaged through out the movie. All in all the acting of all the actors is great,We get connected to all of these lives in a few moments in the start of the movie itself such that anything happening to them makes us sympathize or feel about them from heart. The songs are nice. Definitely watch it with family."
308,"Instead of ""Ludo"", Anurag Basu's chaotic comedy should be called ""Snakes N Ladders"", as it mounts some high hijinks but also lulls low on other occasions. The writer-director's vision, as lofty as his previous outing (WATCH JAGGA JASOOS), is still slightly let down by the execution. But I will never get enough of this one-of-a-kind way he crafts his kooky world.It ain't perfect, but definitely a touch above the usual crop of crap we get every week."
309,I don't like this movie. It's total waste of time.
310,"If you interested in watching two and a half hours of crap with an ensemble of established actors, look no further Anurag Basu has the right stuff for your taste. It would enrich your cerebral cortex with new concepts of comedy, thrill & drama. Enough to wipe out slightest amount of remnant intelligence. What more can you expect from a bygone director?"
311,"The movie starts well and then we see a lot of badly edited shots put together by a purely written screenplay to introduce the characters.
Then we see some random events taking place while trying to maintain a link of the characters to the main story line and then we hit the 90 minute mark where the film runs out of screenplay.
The director then weaves a loose concoction if another 75 minutes, half of which is filled with songs which sound like they've been a part of numerous other movies.
At the end of it all, I realise I've wasted almost 3 hours on a weekday and that I cannot give below 1 star.
The extra star is for Rajkumar Rao and Fatima, coz that is the only segment that was interesting."
312,Best entertainment of 2020 along with equally wonderful acting from everyone(Rajkumar Rao nailed it)
313,"A fun thrilling roller coaster ride with good performances from all the actors . Bollywood is always evolving this one is a perfect example for it after watching barfi I was a huge fan of Anurag Basu but some of his last ventures were not up to the mark ,but this one shows the capability of Anurag Basu .I loved it so much you don't want to miss this fun ride give it a try you won't be disappointed."
314,Quiet impressed with the storyline miss these kind of films in bollywood
315,"This is a must watch. Very well directed , scripted, acted. The whole cast has done really well. I was just happy to see abhishek."
316,That one star for only Rajkumar Rao!! . But just boycotting whole bullywood! It's necessary to show these vultures their real place!!
317,Tatti lovers will give more than 2 stars to this movie
318,This movie makes no sense at all. Lacks clarity and very confusing. Great actors not utilised properly. A lot missing. Every character is going over board and trying to over do the role.
